Latitude,Longitude,Date,Depth_m,SST_C,Salinity_PSU,Chlorophyll_mg_m3,Tide,Moon_Phase,Fish_Species,Catch_kg
9.8315,79.5803,2024-09-07,70,28.56,35.09,1.24,High,Full Moon,Sardine,35.4
9.4533,77.9172,2024-07-20,100,30.66,34.5,0.15,High,Waxing,Tuna,59.0
10.4707,79.4813,2024-06-28,20,29.93,33.86,1.02,Low,Quarter,Mackerel,5.6
8.3583,79.3681,2024-03-04,20,27.03,35.73,0.31,High,Full Moon,Mackerel,55.2
9.1512,77.5476,2023-03-19,10,26.82,34.18,1.53,Low,New Moon,Seer Fish,45.8
10.2649,78.4247,2024-10-24,70,28.22,33.29,1.56,High,Waxing,Anchovy,30.7
10.0199,78.1331,2024-03-24,30,26.01,35.94,0.39,High,Waxing,Sardine,13.8
8.3612,78.2903,2024-06-24,70,29.79,33.82,1.3,High,Waning,Seer Fish,126.5
9.5315,79.0076,2024-11-04,100,29.78,35.37,0.53,High,Full Moon,Seer Fish,33.4
8.4898,78.6153,2024-03-15,50,28.56,34.66,1.61,High,Quarter,Seer Fish,22.8
9.1185,78.8932,2024-03-20,50,26.51,35.99,0.76,High,Full Moon,Tuna,10.4
10.0207,79.0874,2024-12-28,70,29.08,34.44,1.95,High,Quarter,Mackerel,21.5
9.5091,77.5627,2024-06-12,20,30.62,34.79,0.16,High,Full Moon,Tuna,30.6
10.2718,79.45,2023-12-26,5,28.71,34.39,2.0,High,Waxing,Pomfret,96.5
8.4627,77.7204,2023-02-27,30,28.02,34.37,1.96,Low,Waxing,Pomfret,108.2
9.7531,78.7054,2024-06-29,5,30.92,33.14,1.34,Low,Quarter,Anchovy,77.7
9.9683,79.7367,2023-08-22,10,26.17,33.65,1.02,High,Waxing,Mackerel,146.3
8.3507,77.7934,2024-12-27,10,27.21,33.84,1.16,Low,Waxing,Mackerel,61.5
8.2717,78.8414,2024-09-12,5,29.07,35.47,1.53,High,Full Moon,Mackerel,89.1
8.0536,78.0955,2024-01-09,30,26.91,34.4,1.71,Low,Waxing,Mackerel,122.2
9.6513,78.8085,2023-02-05,5,28.33,34.66,1.39,Low,Full Moon,Seer Fish,99.0
9.7364,78.8117,2023-01-09,5,28.89,35.44,1.83,Low,Waxing,Pomfret,140.3
9.4211,79.4603,2023-10-02,70,29.99,35.97,1.41,Low,New Moon,Tuna,94.4
8.7761,79.3888,2023-08-17,20,29.6,34.46,0.62,Low,Quarter,Mackerel,148.8
10.1022,79.0466,2024-02-06,5,29.58,34.46,1.47,Low,Waxing,Mackerel,26.7
8.3535,78.5732,2024-01-23,70,29.37,35.27,0.72,High,Full Moon,Sardine,6.5
9.2419,77.8395,2024-01-08,70,26.3,35.54,1.7,Low,Waxing,Pomfret,86.6
10.141,79.2297,2023-11-23,5,27.26,33.72,1.15,High,New Moon,Anchovy,79.8
10.1819,77.8874,2023-02-08,30,27.71,33.02,0.15,High,Quarter,Tuna,81.8
10.3183,79.8199,2023-08-13,100,28.93,34.99,1.74,Low,Quarter,Tuna,56.6
9.0903,77.9568,2023-07-05,10,26.48,35.23,1.12,Low,Quarter,Sardine,32.5
10.0042,78.9295,2024-01-18,70,26.43,34.34,1.17,High,Full Moon,Sardine,39.6
8.1978,78.5849,2023-12-01,50,30.56,34.44,0.76,Low,Waning,Tuna,107.7
8.0325,78.5785,2023-08-02,30,30.52,34.95,0.22,High,Waning,Anchovy,47.2
9.7623,78.7562,2023-04-26,5,28.27,33.57,0.15,Low,Waning,Seer Fish,38.2
9.3259,77.6731,2023-11-18,10,28.73,35.67,1.63,Low,Full Moon,Seer Fish,88.6
10.3479,77.5186,2024-10-19,10,28.76,33.17,0.37,Low,New Moon,Tuna,60.6
8.1305,79.8392,2023-04-20,50,26.48,34.96,0.2,Low,Waning,Seer Fish,66.1
8.6586,79.8394,2023-03-11,50,30.87,33.82,0.13,High,Waning,Anchovy,56.2
8.7696,77.6735,2023-07-11,30,29.21,35.83,1.41,Low,Quarter,Seer Fish,71.3
9.3237,77.5923,2024-02-13,30,26.77,33.08,1.59,High,Quarter,Anchovy,149.5
9.461,79.9982,2023-10-06,70,27.96,33.32,0.12,High,Full Moon,Pomfret,117.9
8.5529,78.3363,2024-03-03,30,29.14,35.58,0.92,High,Quarter,Sardine,147.8
9.5439,79.5861,2024-01-05,70,27.86,34.37,0.73,High,Waxing,Seer Fish,106.4
8.6216,77.7405,2024-09-08,20,28.44,33.68,0.39,High,Full Moon,Tuna,131.1
8.2066,79.4769,2024-08-03,70,30.64,34.16,1.71,High,New Moon,Mackerel,71.1
10.2663,78.18,2023-03-14,100,29.85,33.93,0.58,High,Full Moon,Sardine,19.6
10.0335,78.9522,2023-05-14,30,29.24,35.29,0.35,Low,Waxing,Mackerel,148.8
10.3295,77.7727,2023-08-13,100,29.94,33.02,1.82,High,New Moon,Tuna,58.6
8.4062,78.7269,2023-01-14,10,27.54,33.65,0.47,High,Waning,Anchovy,43.3
8.3835,78.411,2023-11-24,30,30.82,35.72,0.85,High,Quarter,Seer Fish,10.9
8.1241,78.4008,2024-07-23,50,29.29,35.76,1.43,High,Waning,Sardine,52.5
10.0804,79.6629,2023-02-24,5,30.27,33.81,1.4,Low,Waxing,Seer Fish,20.4
9.5893,79.9034,2024-04-09,50,30.83,35.14,0.62,High,Quarter,Seer Fish,147.1
10.1783,77.7861,2024-11-16,100,30.21,35.95,1.7,Low,Quarter,Anchovy,63.9
10.2215,79.1445,2023-12-16,20,26.55,33.28,0.11,Low,Quarter,Anchovy,127.3
10.2767,78.4772,2024-07-03,50,27.81,35.57,0.7,Low,Full Moon,Pomfret,104.3
8.5496,79.8279,2024-05-23,30,28.17,34.81,1.79,High,Full Moon,Pomfret,38.2
8.7039,79.4347,2023-05-16,10,30.47,34.68,1.69,High,Full Moon,Anchovy,67.2
8.6734,79.6157,2024-09-20,70,26.54,34.94,0.28,Low,Full Moon,Seer Fish,79.9
9.0097,79.2808,2024-07-04,5,29.3,35.26,0.48,Low,New Moon,Pomfret,34.0
9.6939,77.9924,2024-03-17,5,30.08,35.84,1.8,High,Waxing,Seer Fish,47.0
8.4691,78.2668,2024-08-14,100,26.96,33.51,0.43,High,Waxing,Anchovy,16.0
9.7473,79.6693,2024-07-24,10,30.41,34.04,1.14,Low,Full Moon,Sardine,36.2
9.7629,78.2852,2024-11-28,70,28.48,33.05,0.95,Low,Quarter,Sardine,130.5
8.4883,78.6917,2024-08-11,70,28.1,35.24,0.76,Low,Waxing,Anchovy,90.5
10.025,77.6389,2023-05-08,50,30.49,35.22,0.6,Low,New Moon,Sardine,78.4
9.4933,78.1518,2023-11-17,5,28.93,35.85,0.34,High,Quarter,Mackerel,79.5
9.08,78.2782,2023-09-15,5,26.33,34.28,1.57,Low,New Moon,Pomfret,101.8
8.6298,79.7753,2023-11-08,20,27.63,36.0,1.04,Low,Full Moon,Sardine,19.0
8.8985,79.0326,2023-10-10,30,30.7,33.33,1.4,Low,New Moon,Tuna,132.8
8.5698,78.6879,2024-06-14,20,26.04,34.86,0.48,High,Waxing,Seer Fish,15.0
9.5466,78.7174,2024-08-10,20,28.41,33.31,1.92,Low,New Moon,Tuna,89.5
8.2466,78.9561,2024-12-08,70,27.8,34.6,0.46,Low,Full Moon,Anchovy,84.6
10.3892,78.6675,2024-09-01,30,28.13,33.23,1.75,High,Waning,Tuna,40.0
9.3012,79.7123,2024-01-27,100,28.7,34.59,1.73,High,Full Moon,Pomfret,133.4
10.058,79.0104,2024-04-11,5,29.94,35.17,0.83,Low,Quarter,Sardine,39.2
9.6575,78.4442,2023-01-03,20,27.79,35.17,1.38,High,Waning,Sardine,126.6
9.1985,78.0275,2023-01-30,10,28.46,35.47,0.55,High,Waxing,Mackerel,29.1
9.9554,78.055,2024-03-12,50,30.29,33.18,1.68,High,Waxing,Sardine,53.1
8.1202,78.6608,2024-01-01,10,27.64,33.42,0.89,Low,Quarter,Seer Fish,34.9
10.4133,79.5405,2023-12-19,100,27.05,35.87,0.99,High,Quarter,Tuna,19.0
9.6926,78.3668,2024-09-21,50,28.17,33.44,0.21,Low,New Moon,Pomfret,8.7
9.4042,79.2665,2023-06-10,30,27.28,33.03,0.7,Low,Full Moon,Sardine,137.9
8.9669,77.7278,2023-03-12,50,29.07,33.27,0.48,Low,Waxing,Tuna,109.0
10.4337,79.9451,2023-06-10,70,27.8,33.87,1.67,Low,New Moon,Sardine,64.8
9.35,79.1148,2024-11-05,10,26.84,34.56,0.49,Low,Waning,Seer Fish,32.2
9.6157,78.298,2024-08-09,20,27.84,35.71,1.17,High,Quarter,Sardine,97.9
8.6968,78.7153,2023-06-30,50,27.35,34.34,0.78,Low,Quarter,Sardine,28.5
10.115,79.5257,2024-11-20,50,29.36,35.99,0.48,High,Waxing,Anchovy,64.1
8.8676,78.6352,2023-08-04,5,29.68,33.23,0.34,High,Full Moon,Mackerel,98.4
10.332,79.9141,2024-05-19,20,29.93,34.92,1.39,Low,Full Moon,Sardine,48.7
9.8427,78.0362,2023-12-10,20,29.38,35.27,1.53,Low,Quarter,Seer Fish,78.4
9.7804,78.0777,2024-03-11,50,30.85,34.69,0.34,High,Quarter,Tuna,36.2
9.5581,77.9807,2023-12-16,70,27.24,35.27,0.43,High,Quarter,Sardine,76.1
9.7007,78.2163,2024-01-24,30,30.73,33.06,1.59,High,Quarter,Anchovy,19.8
8.8948,79.4488,2024-03-01,5,26.09,33.14,1.83,High,Full Moon,Sardine,28.5
10.2254,79.2894,2023-08-03,50,27.69,34.09,0.44,Low,Waning,Seer Fish,37.5
8.4776,78.8887,2023-09-23,5,27.31,33.38,0.41,High,Full Moon,Anchovy,112.9
9.8663,77.7845,2023-09-28,20,27.01,34.42,0.74,High,Quarter,Tuna,23.1
9.5447,78.7212,2024-03-27,30,28.75,35.43,1.55,High,New Moon,Pomfret,56.2
9.5138,78.0201,2024-03-08,50,27.49,33.59,0.43,Low,Full Moon,Tuna,56.5
8.6718,79.0271,2023-02-11,10,26.96,34.16,1.5,High,New Moon,Sardine,132.1
10.1319,78.6111,2024-08-04,30,27.24,33.6,1.14,Low,Quarter,Tuna,54.1
9.1352,79.97,2024-07-26,70,28.35,34.92,0.41,Low,New Moon,Mackerel,132.4
8.8243,78.2105,2024-11-23,50,27.16,34.87,1.54,Low,Waning,Seer Fish,146.8
9.4993,78.4327,2024-05-08,70,28.8,34.49,1.18,Low,Waning,Seer Fish,93.0
8.5433,78.8115,2023-04-21,50,30.99,33.37,1.8,Low,Waning,Pomfret,71.7
8.9719,77.9333,2024-11-06,5,28.99,34.99,0.17,Low,New Moon,Tuna,53.8
9.2361,79.782,2024-06-16,100,27.98,33.65,1.85,Low,Full Moon,Tuna,34.6
8.4146,78.6838,2023-05-14,50,29.88,34.78,0.86,Low,Waning,Anchovy,122.3
10.338,78.4224,2024-07-06,100,29.73,33.64,0.27,High,New Moon,Sardine,108.3
9.7351,78.3863,2023-03-28,20,29.5,33.76,0.98,Low,Quarter,Pomfret,119.6
9.8726,77.6954,2023-12-15,20,28.19,33.2,0.19,High,New Moon,Pomfret,117.0
9.1524,78.9332,2023-02-12,50,30.6,34.64,1.2,Low,Waning,Anchovy,93.4
9.5198,79.9716,2024-06-17,20,27.02,35.7,0.46,Low,Waning,Tuna,116.5
8.4177,77.7536,2023-12-20,70,30.35,35.8,0.92,Low,Full Moon,Pomfret,145.5
8.0122,79.0614,2024-06-08,5,28.76,35.05,0.19,High,Quarter,Sardine,120.7
8.755,77.7596,2023-01-03,20,29.94,34.68,0.13,High,Full Moon,Pomfret,43.6
9.5731,79.2879,2024-09-07,70,28.01,33.66,0.89,High,Full Moon,Mackerel,121.5
8.758,77.8391,2024-12-09,20,29.45,35.1,1.51,High,Quarter,Tuna,35.7
10.3205,78.4946,2023-10-24,10,27.27,34.61,0.26,Low,Quarter,Mackerel,58.3
8.5932,78.928,2024-12-19,100,29.66,35.55,1.1,Low,Full Moon,Anchovy,120.1
10.3677,78.5813,2023-07-01,5,28.84,34.64,1.14,High,Full Moon,Tuna,118.6
9.9231,78.4745,2023-09-23,10,29.9,34.61,1.25,Low,New Moon,Mackerel,6.2
9.9046,78.6701,2024-12-23,5,29.04,35.02,0.78,High,Quarter,Seer Fish,16.2
9.173,79.1235,2023-08-30,5,28.2,33.41,1.71,High,Full Moon,Anchovy,91.8
8.0043,78.4732,2023-11-12,70,27.18,35.29,1.85,Low,Full Moon,Tuna,33.8
8.216,77.8459,2024-12-02,5,27.62,33.72,0.15,High,Full Moon,Tuna,142.9
9.4385,79.5197,2023-10-06,30,29.82,35.75,0.23,High,New Moon,Sardine,56.7
9.4871,78.7579,2024-09-16,20,30.93,35.25,1.42,High,Full Moon,Anchovy,100.1
8.4937,78.4199,2023-08-06,5,28.97,35.5,0.16,High,Quarter,Pomfret,87.4
8.6169,78.3895,2024-01-26,70,27.71,35.58,1.45,Low,Waxing,Sardine,35.0
8.7653,79.7042,2024-12-23,10,27.64,35.24,0.67,High,Full Moon,Seer Fish,114.5
8.3392,77.848,2023-11-29,70,27.08,33.93,1.35,High,Waning,Anchovy,115.5
9.4203,79.2801,2024-09-02,100,28.03,35.92,0.97,High,Full Moon,Tuna,30.6
9.6726,78.7405,2024-11-30,30,27.47,35.86,0.65,High,Full Moon,Pomfret,142.1
9.8452,77.6907,2023-10-15,5,26.78,33.78,0.97,High,New Moon,Anchovy,134.0
8.0363,78.4997,2023-05-26,30,29.17,35.88,1.34,High,Quarter,Sardine,130.5
9.6894,77.8134,2024-09-11,70,27.98,35.46,0.89,Low,Full Moon,Anchovy,140.2
9.8259,77.9687,2024-02-20,20,29.42,35.82,0.49,Low,Waxing,Seer Fish,98.9
9.9195,79.028,2024-03-19,30,29.3,34.17,1.3,High,Waxing,Seer Fish,79.5
9.7731,77.5119,2023-04-02,70,27.16,33.66,1.03,High,New Moon,Anchovy,5.2
9.6025,78.5426,2024-05-10,5,29.02,34.15,0.66,Low,Waning,Sardine,129.3
8.8796,78.2705,2024-04-15,20,28.11,33.37,0.89,High,Full Moon,Seer Fish,46.1
10.3714,79.9367,2023-06-03,30,26.15,34.26,1.77,High,Waning,Anchovy,87.1
9.7767,77.6791,2023-03-28,100,26.05,35.74,0.83,Low,Waning,Mackerel,95.0
8.475,79.3293,2024-04-07,50,29.0,35.73,1.06,High,Waxing,Seer Fish,7.2
8.1371,79.2586,2023-08-16,20,29.68,35.87,1.5,High,New Moon,Mackerel,12.1
9.1719,77.5613,2024-10-27,10,30.52,35.62,1.29,Low,Waning,Tuna,106.8
10.052,79.2356,2023-05-23,50,29.13,35.94,0.17,High,Full Moon,Mackerel,11.6
8.5116,78.4292,2024-07-20,10,27.11,34.73,1.27,Low,New Moon,Sardine,106.3
10.3933,79.0662,2024-09-26,50,28.49,35.22,1.85,High,Waning,Pomfret,71.4
8.3933,78.8782,2024-04-24,30,30.9,35.83,1.66,High,Waxing,Sardine,97.0
9.7857,77.9559,2024-08-30,100,27.92,35.62,1.71,Low,Quarter,Sardine,49.2
9.7157,79.4906,2024-01-21,20,28.3,33.59,1.81,High,New Moon,Anchovy,81.5
8.7736,79.1906,2024-07-24,70,27.49,34.7,1.29,Low,Full Moon,Sardine,30.1
9.4754,77.6978,2023-08-02,5,29.8,34.55,0.55,High,Waning,Sardine,150.0
10.2461,78.948,2024-07-16,5,29.77,33.23,1.92,Low,Waning,Anchovy,41.1
8.4875,79.0641,2023-01-02,30,29.77,33.84,1.92,High,Quarter,Tuna,39.7
10.1833,78.6025,2024-08-27,10,28.85,35.66,1.93,High,Waning,Tuna,146.6
9.6247,79.4055,2023-04-25,100,29.92,33.26,0.82,High,Waxing,Mackerel,44.6
8.1455,79.3524,2023-12-05,100,26.57,35.67,1.34,High,Full Moon,Mackerel,78.4
8.4895,77.5349,2023-11-24,30,29.56,33.88,0.17,Low,Waxing,Mackerel,30.4
10.1326,78.3365,2023-10-02,5,29.59,33.39,1.87,High,Waning,Tuna,17.1
9.0791,78.2871,2024-06-13,5,30.97,33.36,0.64,Low,Waxing,Anchovy,124.3
8.6867,78.6972,2023-07-14,10,29.42,34.86,1.61,High,New Moon,Mackerel,125.6
9.6222,79.8498,2024-06-17,100,30.3,35.57,1.74,High,New Moon,Seer Fish,58.3
8.203,77.8019,2023-02-24,5,27.43,33.14,0.46,Low,Full Moon,Tuna,96.9
9.4801,78.493,2023-06-16,50,28.96,33.29,0.61,High,Waning,Sardine,128.1
9.7331,78.3415,2023-08-22,100,26.41,34.49,0.83,High,Full Moon,Anchovy,18.8
9.4025,77.9502,2024-06-25,70,28.77,33.82,0.99,Low,New Moon,Seer Fish,16.1
9.5392,79.6094,2024-06-28,10,27.54,35.01,0.94,High,Quarter,Sardine,6.8
10.0451,79.3551,2023-09-19,30,27.16,33.01,1.29,High,Full Moon,Seer Fish,28.9
8.2359,77.7843,2023-03-22,70,27.49,34.53,0.69,High,Quarter,Pomfret,38.9
8.6851,78.2389,2024-01-26,50,28.32,34.88,0.66,Low,Waning,Anchovy,37.1
9.4491,79.591,2023-01-17,100,26.11,33.27,0.96,High,Full Moon,Tuna,57.2
8.153,77.76,2024-01-08,5,29.33,33.59,0.18,High,Waxing,Anchovy,129.5
8.1763,77.5104,2024-12-20,5,27.94,35.17,1.16,Low,Waxing,Tuna,120.4
9.3462,79.7792,2024-10-18,5,30.66,34.57,0.34,Low,Waning,Sardine,79.2
9.3364,78.9352,2024-09-10,10,27.13,33.84,1.8,High,Quarter,Tuna,68.8
10.1266,78.2727,2024-04-17,10,26.41,33.67,1.18,High,Waxing,Mackerel,8.7
10.43,77.686,2023-01-08,70,30.84,34.75,1.85,High,Waxing,Pomfret,106.6
10.1606,77.6707,2024-10-01,5,26.31,33.17,1.62,Low,Waning,Anchovy,40.2
9.0947,77.7497,2024-07-12,100,27.82,34.66,0.51,Low,Waning,Tuna,110.4
10.3067,79.138,2023-11-09,30,26.2,35.59,0.8,Low,New Moon,Mackerel,125.6
8.7941,79.9035,2024-01-29,100,30.53,33.83,1.39,Low,Waxing,Anchovy,65.8
8.2378,78.646,2023-04-25,5,30.11,33.42,1.88,High,New Moon,Seer Fish,104.9
8.0442,78.344,2024-06-23,100,28.83,35.3,1.18,Low,Waning,Mackerel,121.6
10.2105,77.9561,2023-12-14,10,27.73,34.26,0.76,High,Full Moon,Tuna,131.4
9.5185,79.0702,2024-10-23,20,28.68,35.52,0.89,Low,Waning,Pomfret,143.7
9.8796,79.5478,2023-07-29,20,30.77,33.48,1.25,Low,Waning,Tuna,36.4
10.0655,77.8097,2024-12-07,5,26.32,33.72,1.81,High,New Moon,Seer Fish,7.0
8.0184,78.1182,2024-03-06,20,28.77,35.5,1.85,High,New Moon,Tuna,11.1
8.8479,78.3321,2023-01-01,10,30.17,34.35,1.03,High,Waning,Tuna,93.5
8.3576,79.7927,2024-09-08,50,26.03,34.17,0.85,High,Waning,Seer Fish,137.0
9.2908,77.9823,2024-06-18,30,30.4,34.59,1.13,Low,Full Moon,Anchovy,90.1
10.372,77.6988,2024-12-18,10,27.94,34.34,1.94,High,Waxing,Pomfret,71.4
8.463,78.5276,2024-11-28,50,29.53,35.8,1.6,Low,Waning,Sardine,56.8
8.6802,78.8506,2024-09-20,30,30.63,34.63,0.27,Low,New Moon,Pomfret,25.0
8.8197,77.9096,2024-03-31,100,30.11,33.11,0.17,Low,Quarter,Tuna,10.9
9.0749,78.1638,2024-07-01,5,28.72,35.86,1.75,Low,Waxing,Seer Fish,144.3
9.7891,79.6599,2023-04-14,10,30.44,33.34,1.2,Low,New Moon,Anchovy,138.5
10.0948,77.7017,2023-06-22,5,26.51,33.83,1.28,Low,Full Moon,Seer Fish,147.8
9.8679,78.8646,2023-03-18,20,26.08,34.17,0.69,Low,Full Moon,Tuna,126.9
10.3175,77.9624,2024-02-25,70,26.81,35.75,0.54,High,Full Moon,Tuna,51.2
8.7418,78.4919,2024-05-27,20,30.02,33.75,1.55,High,New Moon,Seer Fish,51.7
10.3958,78.4676,2024-03-04,5,28.44,35.41,1.36,High,Waxing,Seer Fish,140.1
9.4322,77.69,2024-08-07,50,29.21,35.91,1.34,Low,Waxing,Anchovy,65.8
9.1634,78.9917,2024-01-17,5,26.46,33.12,1.46,Low,Waxing,Pomfret,145.6
8.7963,79.2328,2023-05-17,5,26.28,35.99,1.29,High,Full Moon,Seer Fish,8.7
9.1341,79.7883,2024-08-27,70,27.72,33.07,1.63,Low,Quarter,Tuna,15.7
9.0661,79.6071,2024-01-27,70,27.19,35.84,0.81,Low,Full Moon,Anchovy,59.1
8.3869,79.7107,2023-07-11,5,26.82,34.35,1.13,High,Waning,Mackerel,86.8
8.0547,77.9847,2023-01-30,5,29.72,34.93,1.45,High,Waxing,Mackerel,5.7
10.0836,77.8816,2023-10-13,50,30.9,33.58,1.57,High,Waxing,Anchovy,137.9
9.0511,78.6896,2023-10-05,30,27.94,34.64,0.49,High,Quarter,Sardine,145.3
8.7338,78.2073,2024-03-04,70,30.89,34.81,1.95,High,Waxing,Anchovy,57.1
10.1706,79.8383,2024-03-23,100,27.72,34.02,1.52,Low,Waxing,Tuna,58.2
9.9393,78.9544,2023-10-11,10,28.24,33.73,0.83,High,Waning,Pomfret,86.1
8.908,78.4963,2023-05-28,10,29.34,34.47,1.78,Low,New Moon,Sardine,84.9
9.2014,78.4833,2023-09-23,70,26.34,33.85,1.81,Low,Waxing,Tuna,69.5
9.019,77.9921,2024-04-01,70,29.61,35.86,2.0,High,New Moon,Seer Fish,82.8
10.1314,79.9947,2023-07-03,30,28.43,34.71,0.89,High,Waxing,Pomfret,83.2
9.9864,79.1747,2024-03-24,70,29.57,33.85,1.85,High,Quarter,Pomfret,106.9
9.6617,79.6034,2024-04-26,50,30.84,34.21,0.37,High,Waxing,Mackerel,43.0
9.0174,77.7316,2024-02-19,100,27.59,33.34,0.54,High,New Moon,Tuna,134.4
9.6916,78.0836,2024-06-17,10,29.14,34.51,1.7,High,Waning,Pomfret,125.5
9.0754,78.7725,2023-11-19,100,26.54,34.92,0.93,Low,New Moon,Sardine,76.7
9.9997,79.3449,2024-08-03,10,29.07,34.39,0.3,Low,Quarter,Pomfret,130.7
8.4599,78.2706,2023-05-17,20,30.97,35.87,0.81,High,Waning,Tuna,109.1
9.4031,79.915,2023-07-20,20,26.57,34.63,0.37,High,Full Moon,Anchovy,108.9
8.2064,79.1313,2024-05-27,5,26.3,33.25,0.63,High,New Moon,Pomfret,115.9
9.3339,78.6071,2024-12-03,20,30.08,34.0,0.95,Low,Full Moon,Tuna,104.6
8.5415,78.901,2023-08-23,50,26.34,33.38,1.36,High,Waning,Pomfret,40.0
8.9756,79.5294,2023-09-26,50,28.59,34.07,1.07,High,Waning,Tuna,61.6
9.2899,79.3847,2023-07-31,10,28.89,35.34,1.8,Low,Quarter,Anchovy,25.5
8.2676,79.1195,2024-04-22,5,29.13,33.78,0.67,Low,Quarter,Seer Fish,83.6
9.5362,77.5728,2023-03-04,30,28.0,35.44,1.19,Low,Waning,Mackerel,146.2
10.0409,77.8676,2024-03-11,20,28.03,35.95,1.05,Low,Full Moon,Tuna,43.8
8.7513,79.7698,2023-09-06,5,26.71,34.59,0.63,High,New Moon,Seer Fish,142.3
9.1463,78.9648,2024-12-02,50,30.14,34.77,0.27,High,Full Moon,Mackerel,10.5
10.3939,77.685,2024-11-02,5,30.94,34.94,1.06,High,Full Moon,Anchovy,78.9
8.0801,78.2266,2023-04-21,70,27.94,34.0,1.99,Low,New Moon,Sardine,116.1
10.149,78.6301,2024-05-02,20,26.39,33.16,0.19,High,Full Moon,Pomfret,67.5
9.1895,78.2173,2024-04-20,50,29.73,33.72,0.91,Low,Waning,Tuna,66.2
10.4914,78.0481,2023-03-05,100,30.03,33.63,0.51,High,Waning,Pomfret,122.2
10.0275,78.1068,2024-03-21,30,27.18,35.24,1.14,High,New Moon,Seer Fish,66.3
9.8591,79.4051,2024-09-08,50,28.1,33.45,0.62,High,Full Moon,Pomfret,101.5
8.1998,78.3893,2024-01-10,50,28.51,34.56,1.5,High,Full Moon,Sardine,74.2
8.2987,77.7777,2023-12-04,30,26.1,34.24,1.82,Low,Waxing,Seer Fish,107.0
9.8262,79.2991,2024-10-25,10,30.21,33.9,1.81,Low,Quarter,Pomfret,124.7
9.1722,79.1352,2024-03-24,5,26.52,35.52,0.81,Low,Waning,Anchovy,35.6
9.6844,77.8263,2023-06-11,30,30.02,33.95,1.48,Low,Full Moon,Seer Fish,142.1
10.416,78.8208,2024-01-16,50,27.07,33.3,0.12,High,Full Moon,Tuna,85.4
8.8624,79.28,2023-05-19,30,26.95,33.56,1.63,Low,New Moon,Mackerel,76.2
8.1774,77.8865,2023-11-10,10,26.55,33.02,0.55,Low,Full Moon,Seer Fish,143.4
9.3684,78.7215,2024-03-21,30,30.67,35.67,1.46,Low,Waning,Anchovy,11.1
9.6216,79.5608,2024-08-15,70,29.1,35.18,1.4,High,Waning,Anchovy,101.1
10.0434,78.0516,2024-11-08,70,27.2,34.24,0.46,Low,New Moon,Mackerel,15.6
8.1933,77.8018,2024-06-04,30,26.03,33.13,0.11,High,Full Moon,Mackerel,148.3
8.8974,77.8281,2023-06-20,5,28.71,33.71,1.47,Low,New Moon,Seer Fish,87.8
8.0758,78.5617,2023-03-14,100,28.23,35.51,0.13,High,Quarter,Anchovy,130.2
8.4534,79.5221,2023-12-27,50,29.07,33.3,0.33,Low,Full Moon,Seer Fish,11.4
8.9804,78.3105,2024-02-17,50,28.65,35.18,0.79,Low,New Moon,Mackerel,72.4
10.2992,77.8028,2023-01-21,10,30.15,34.05,0.39,Low,Quarter,Sardine,62.1
10.4182,77.9981,2024-04-19,100,30.18,33.18,1.41,Low,Full Moon,Tuna,137.7
9.6526,79.8593,2024-09-15,100,27.29,35.3,1.51,Low,Quarter,Anchovy,82.8
8.9472,78.4914,2024-10-12,70,29.66,33.76,1.27,High,Quarter,Mackerel,108.6
8.7625,77.5434,2023-01-14,100,29.49,33.64,1.89,Low,Quarter,Mackerel,69.9
8.6781,79.3292,2023-01-18,100,28.37,34.52,0.44,High,Full Moon,Tuna,127.8
10.3538,79.2128,2024-12-07,10,27.12,34.28,1.56,High,Full Moon,Mackerel,109.5
8.6714,77.611,2023-12-17,20,26.59,34.48,0.8,Low,Waxing,Sardine,11.1
9.6287,77.5893,2023-12-26,50,26.43,35.96,1.11,Low,Full Moon,Pomfret,111.1
9.2489,79.3804,2024-09-30,10,29.13,33.62,0.67,High,Quarter,Sardine,23.6
10.4263,79.1054,2024-02-03,10,26.43,33.96,1.43,Low,Waning,Sardine,99.0
9.2584,78.4263,2023-12-13,30,27.64,35.84,0.5,High,Waning,Mackerel,141.0
9.228,79.1632,2024-07-04,20,27.37,34.16,1.87,Low,New Moon,Sardine,101.8
9.5775,77.7191,2024-06-02,20,29.57,35.72,0.67,High,Waning,Tuna,30.7
8.5644,79.8777,2023-10-14,20,28.27,33.2,1.74,Low,Full Moon,Mackerel,126.9
9.2179,77.595,2023-02-18,30,27.81,34.2,0.76,Low,New Moon,Mackerel,73.6
8.5824,79.0676,2024-06-30,10,30.39,33.5,1.33,Low,Quarter,Anchovy,128.2
10.3106,78.9947,2024-12-21,50,29.75,34.3,0.14,High,Waning,Anchovy,94.4
8.9705,79.0268,2024-01-04,30,28.01,35.52,0.26,High,Waning,Seer Fish,23.8
8.2174,77.5435,2024-05-07,20,28.51,33.91,0.79,High,New Moon,Seer Fish,76.5
8.558,77.9955,2024-01-22,10,26.56,33.79,1.74,High,Waning,Pomfret,90.8
10.4712,77.7361,2024-12-03,30,26.6,34.42,1.33,Low,Full Moon,Tuna,135.7
9.649,79.4965,2024-01-27,20,29.34,33.51,0.15,High,Quarter,Tuna,81.7
8.6015,77.5271,2023-12-25,50,26.3,35.11,1.15,Low,Quarter,Anchovy,95.8
